Company Name,UID,Entity Name,Alias,Start Date,End Date,Has Ended,LinkedIn Url,Wiki Url,Other Url,Start Date Assumed,Start Year,Start Month,Start Day,End Date Assumed,End Year,End Month,End Day,
Amazon.com Inc,EQT-A438AE,PillPack LLC,PillPack LLC,28-Jun-18,,,https://www.linkedin.com/company/pillpack/,,https://www.crunchbase.com/organization/pillpack#section-locked-charts,FALSE,2018,6,28,TRUE,-,-,-,
Amazon.com Inc,EQT-A438AE,Quidsi Inc,"Quidsi Inc, Diapers.com, Soap.com",08-Nov-10,20-Apr-17,,,https://en.wikipedia.org/wiki/Diapers.com,https://www.crunchbase.com/organization/quidsi,FALSE,2010,11,8,FALSE,2017,4,20,
Amazon.com Inc,EQT-A438AE,Ring Inc,Ring Inc,27-Feb-18,,,https://www.linkedin.com/company/ring-labs/,https://en.wikipedia.org/wiki/Ring_(company),https://www.crunchbase.com/organization/ring,FALSE,2018,2,27,TRUE,-,-,-,
Amazon.com Inc,EQT-A438AE,Shelfari,"Shelfari, Tastemakers",25-Aug-08,Jun-2016,,,https://en.wikipedia.org/wiki/Shelfari,https://www.crunchbase.com/organization/shelfari,FALSE,2008,8,25,TRUE,2016,6,-,
Amazon.com Inc,EQT-A438AE,Shopbop,Shopbop,Feb-2006,,,https://www.linkedin.com/company/shopbop-east-dane/,https://en.wikipedia.org/wiki/Shopbop,,TRUE,2006,2,-,TRUE,-,-,-,
Amazon.com Inc,EQT-A438AE,Souq.com FZ-LLC,"Souq.com FZ-LLC, Souq.com",28-Mar-17,,,https://www.linkedin.com/company/souq-com/,https://en.wikipedia.org/wiki/Souq.com,,FALSE,2017,3,28,TRUE,-,-,-,
Amazon.com Inc,EQT-A438AE,TenMarks Education Inc,TenMarks Education Inc,01-Oct-13,30-Jun-19,,https://www.linkedin.com/company/tenmarks-education/,"https://en.wikipedia.org/wiki/TenMarks_Education,_Inc.",https://www.crunchbase.com/organization/tenmarks-education,FALSE,2013,10,1,FALSE,2019,6,30,
Amazon.com Inc,EQT-A438AE,The Book Depository Limited,"The Book Depository Limited, The Book Depository Ltd, Book Depository",04-Jul-11,,,https://www.linkedin.com/company/the-book-depository/,https://en.wikipedia.org/wiki/Book_Depository,https://www.crunchbase.com/organization/the-book-depository,FALSE,2011,7,4,TRUE,-,-,-,
Amazon.com Inc,EQT-A438AE,Whole Foods Market Inc,Whole Foods Market Inc,28-Aug-17,,,https://www.linkedin.com/company/whole-foods-market/,https://en.wikipedia.org/wiki/Whole_Foods_Market,,FALSE,2017,8,28,TRUE,-,-,-,
Amazon.com Inc,EQT-A438AE,Woot Inc,Woot Inc,2010,,,https://www.linkedin.com/company/woot-inc./,https://en.wikipedia.org/wiki/Woot,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=23941702,TRUE,2010,-,-,TRUE,-,-,-,
Amazon.com Inc,EQT-A438AE,Zappos.com Inc,"Zappos.com Inc, Zappos.com",22-Jul-09,,,https://www.linkedin.com/company/zappos.com/life/,https://en.wikipedia.org/wiki/Zappos,https://www.crunchbase.com/organization/zappos,FALSE,2009,7,22,TRUE,-,-,-,
American Airlines Group Inc,EQT-29CECE,American Airlines  Inc,American Airlines  Inc,,,,,https://en.wikipedia.org/wiki/American_Airlines,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=1579389,TRUE,-,-,-,TRUE,-,-,-,
American Express Argentina SA,N/A,American Express Bank Limited SA,"American Express Bank Limited SA, American Express Bank Ltd SA",,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=26976416,TRUE,-,-,-,TRUE,-,-,-,
American Express Canada Holdings BV,N/A,Amex Canada Inc,Amex Canada Inc,1853,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=2755505,TRUE,1853,-,-,TRUE,-,-,-,
American Express Canada Holdings BV,N/A,Amex Broker Assicurativo Srl,Amex Broker Assicurativo Srl,1990,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=26935823,TRUE,1990,-,-,TRUE,-,-,-,
American Express Company,EQT-982449,American Express Travel Related Services Company Inc,American Express Travel Related Services Company Inc,1982,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=704567,TRUE,1982,-,-,TRUE,-,-,-,
American Express Company,EQT-982449,American Express Marketing and Development Corporation,"American Express Marketing and Development Corporation, American Express Marketing and Development Corp",,,,,,,TRUE,-,-,-,TRUE,-,-,-,
American Express Company,EQT-982449,American Express Publishing Corporation,American Express Publishing Corporation,1968,01-Oct-13,,,,https://www.thewrap.com/time-inc-acquires-american-express-publishing/,TRUE,1968,-,-,FALSE,2013,10,1,
American Express Company,EQT-982449,American Express Banking Corporation,"American Express Banking Corporation, American Express Banking Corp",,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=4165482,TRUE,-,-,-,TRUE,-,-,-,
American Express Company,EQT-982449,American Express Foundation,American Express Foundation,2010,,,,,,TRUE,2010,-,-,TRUE,-,-,-,
American Express Company,EQT-982449,American Express Bank Uruguay SA,"American Express Bank Uruguay SA, American Express Bank (Uruguay) S.A.",,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=35057349,TRUE,-,-,-,TRUE,-,-,-,
American Express Company,EQT-982449,AMEX Assurance Company,"AMEX Assurance Company, American Automobile Insurance Company of Illinois",30-Sep-07,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=28976272,FALSE,2007,9,30,TRUE,-,-,-,
American Express Company,EQT-982449,Rexport Inc,"Rexport Inc, American Express Club Continental Limited, American Express Club Continental Ltd, Bannamex Travel Inc",16-Sep-68,,,,,https://www.corporationwiki.com/p/2nd5ng/rexport-inc,FALSE,1968,9,16,TRUE,-,-,-,
American Express Company,EQT-982449,National Express Company Inc,National Express Company Inc,1957,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=4320440,TRUE,1957,-,-,TRUE,-,-,-,
American Express Company,EQT-982449,Mezi,Mezi,30-Jan-18,,,https://www.linkedin.com/company/meet-mezi/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=319564328,FALSE,2018,1,30,TRUE,-,-,-,
American Express Continental LLC,N/A,AMEX Middle East BSC,AMEX Middle East BSC. AMEX (Middle East) B.S.C.,1977,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=22714851,TRUE,1977,-,-,TRUE,-,-,-,
American Express Continental LLC,N/A,American Express Australia Limited,American Express Australia Limited,2004,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=26935295,TRUE,2004,-,-,TRUE,-,-,-,
American Express Credit Corporation,N/A,American Express Overseas Credit Corporation Limited,American Express Overseas Credit Corporation Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=26971441,TRUE,-,-,-,TRUE,-,-,-,
American Express Europe LLC,N/A,American Express Europe Limited,American Express Europe Limited,1982,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=54112642,TRUE,1982,-,-,TRUE,-,-,-,
American Express European Holdings BV,N/A,Alpha Card SCRL/CVBA,"Alpha Card SCRL/CVBA, Alpha Card S.C.R.L./C.V.B.A.",1998,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=26976410,TRUE,1998,-,-,TRUE,-,-,-,
American Express France SAS,N/A,American Express Carte France SA,"American Express Carte France SA, American Express Carte France S.A.",,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5754087,TRUE,-,-,-,TRUE,-,-,-,
American Express Holdings France SAS,N/A,American Express France SAS,American Express France SAS,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=12960734,TRUE,-,-,-,TRUE,-,-,-,
American Express Holdings Limited,N/A,American Express Service Europe Limited,American Express Service Europe Limited,1984,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5480643,TRUE,1984,-,-,TRUE,-,-,-,
American Express Holdings Limited,N/A,American Express Services Europe Limited,American Express Services Europe Limited,1984,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5480643,TRUE,1984,-,-,TRUE,-,-,-,
American Express International Holdings LLC,N/A,American Express Argentina SA,"American Express Argentina SA, American Express Argentina S.A.",,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=26954628,TRUE,-,-,-,TRUE,-,-,-,
American Express International Holdings LLC,N/A,American Express Holdings France SAS,American Express Holdings France SAS,,,,,,https://www.bloomberg.com/profiles/companies/0245482D:FP-american-express-holdings-france-sas,TRUE,-,-,-,TRUE,-,-,-,
American Express International Inc,N/A,American Express India Private Limited,"American Express India Private Limited, American Express (India) Private Limited",1994,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=28464705,TRUE,1994,-,-,TRUE,-,-,-,
American Express International Inc,N/A,American Express Bank Limited SA,"American Express Bank Limited SA, American Express Bank Ltd SA",,,TRUE,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=26976416,TRUE,-,-,-,TRUE,-,-,-,
American Express International Inc,N/A,American Express Payment Services Limited,American Express Payment Services Limited,2007,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=114929102,TRUE,2007,-,-,TRUE,-,-,-,
American Express International inc,N/A,American Express Thai Company Limited,American Express (Thai) Company Limited,1981,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=26934680,TRUE,1981,-,-,TRUE,-,-,-,
American Express International inc,N/A,American Express Denmark AS,"American Express Denmark AS, American Express Denmark A/S",2005,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=26935805,TRUE,2005,-,-,TRUE,-,-,-,
American Express International inc,N/A,AE Exposure Management Limited,"AE Exposure Management Limited, American Express Exposure Management Limited",,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=60419212,TRUE,-,-,-,TRUE,-,-,-,
American Express International inc,N/A,American Express International Taiwan Inc,"American Express International Taiwan Inc, American Express International (Taiwan) Inc",1974,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=61549908,TRUE,1974,-,-,TRUE,-,-,-,
American Express International Inc,N/A,American Express Services India Limited,American Express Services India Limited,,,,,,https://www.bloomberg.com/profiles/companies/8155254Z:IN-american-express-services-india-ltd,TRUE,-,-,-,TRUE,-,-,-,
