Company Name,UID,Entity Name,Alias,Start Date,End Date,Has Ended,LinkedIn Url,Wiki Url,Other Url,Start Date Assumed,Start Year,Start Month,Start Day,End Date Assumed,End Year,End Month,End Day,
JPMorgan Chase & Co,EQT-EC2C09,J.P. Morgan Pakistan Broking Private Limited,"J.P. Morgan Pakistan Broking Private Limited, J.P. Morgan Pakistan Broking (Private) Limited",,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=50235959,TRUE,-,-,-,TRUE,-,-,-,
JPMorgan Chase & Co,EQT-EC2C09,Washington Mutual Mortgage Securities Corporation,Washington Mutual Mortgage Securities Corporation,26-Sep-08,,,,,https://www.crunchbase.com/organization/washington-mutual#section-acquisition-details,FALSE,2008,9,26,TRUE,-,-,-,
JPMorgan Chase & Co,EQT-EC2C09,J.P. MORGAN SECURITIES PLC,"J.P. MORGAN SECURITIES PLC, J.P. Morgan Securities Limited, J.P. Morgan Newco Limited, Trushelfco (No. 1804) Limited",30-Apr-92,,,,,https://beta.companieshouse.gov.uk/company/02711006,FALSE,1992,4,30,TRUE,-,-,-,
JPMorgan Chase & Co,EQT-EC2C09,J.P. Morgan Electronic Financial Services Inc,J.P. Morgan Electronic Financial Services Inc,1965,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=4873162,TRUE,1965,-,-,TRUE,-,-,-,
JPMorgan Chase & Co,EQT-EC2C09,J.P. Morgan Services Inc,J.P. Morgan Services Inc,1978,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=6490821,TRUE,1978,-,-,TRUE,-,-,-,
JPMorgan Chase & Co,EQT-EC2C09,The Beacon Group LLC,The Beacon Group LLC,06-Jul-00,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=933856,FALSE,2000,7,6,TRUE,-,-,-,
JPMorgan Chase & Co,EQT-EC2C09,J.P. Morgan Securities India Private Limited,"J.P. Morgan Securities India Private Limited, J.P. Morgan Securities India Private Ltd",27-Jul-98,,,,,https://www.zaubacorp.com/company/J-P-MORGAN-SECURITIES-INDIA-PRIVATE-LIMITED/U65990MH1998FTC115964,FALSE,1998,7,27,TRUE,-,-,-,
JPMorgan Chase & Co,EQT-EC2C09,JPMorgan Chase Vastera Inc,JPMorgan Chase Vastera Inc,1991,,,,,,TRUE,1991,-,-,TRUE,-,-,-,
JPMorgan Chase & Co,EQT-EC2C09,J.P. Morgan Switzerland Limited,"J.P. Morgan Switzerland Limited, J.P. Morgan (Switzerland) Limited, J.P. Morgan (Switzerland) Ltd",,,,,,,TRUE,-,-,-,TRUE,-,-,-,
JPMorgan Chase & Co,EQT-EC2C09,J.P. Morgan Securities Holdings Hong Kong Limited,"J.P. Morgan Securities Holdings Hong Kong Limited, J.P. Morgan Securities Holdings (Hong Kong) Limited, J.P. Morgan Securities Holdings (Hong Kong) Ltd",2000,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=27508830,TRUE,2000,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Mist Systems Inc,Mist Systems Inc,01-Apr-19,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=276736614,FALSE,2019,4,1,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Aurrion Inc,Aurrion Inc,09-Aug-16,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=134173218,FALSE,2016,8,9,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,HTBase Corporation,HTBase Corporation,07-Dec-18,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=431057671,FALSE,2018,12,7,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,AppFormix Inc,AppFormix Inc,03-Dec-16,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=303397948,FALSE,2016,12,3,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Cyphort Inc,Cyphort Inc,18-Sep-17,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=127912895,FALSE,2017,9,18,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,BTI Systems Inc,BTI Systems Inc,01-Apr-16,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=729265,FALSE,2016,4,1,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Trapeze Networks Inc,Trapeze Networks Inc,16-Dec-10,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=2996735,FALSE,2010,12,16,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Altor Networks Inc,Altor Networks Inc,,,,,https://en.wikipedia.org/wiki/Altor_Networks,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=41355758,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Hong Kong Limited,Juniper Networks Hong Kong Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=36765079,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Proxy Networks  Inc,Proxy Networks  Inc,,,,,"https://en.wikipedia.org/wiki/Proxy_Networks,_Inc.",https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=27956345,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Mykonos Software Inc,Mykonos Software Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=62606216,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks United States Inc,Juniper Networks United States Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=54774763,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Ireland Limited,Juniper Networks Ireland Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=22728609,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks International BV,Juniper Networks International BV,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=254842219,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Contrail Systems Inc,Contrail Systems Inc,14-Dec-12,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=214951703,FALSE,2012,12,14,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks BV,Juniper Networks BV,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Singapore Private Limited,Juniper Networks Singapore Private Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=36765309,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Israel,Juniper Networks Israel,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=36765670,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,WANDL Inc,WANDL Inc,07-Jan-14,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=8160617,FALSE,2014,1,7,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Spain SL,Juniper Networks Spain SL,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=36765804,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Italia Srl,Juniper Networks Italia Srl,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=36765733,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Carrier Ethernet Solutions BV,Carrier Ethernet Solutions BV,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=62678751,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Canada Inc,Juniper Networks Canada Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=223738172,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Mexico SA de CV,Juniper Networks Mexico SA de CV,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=37090135,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks KK,Juniper Networks KK,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=36765148,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Trapeze Networks KK,Trapeze Networks KK,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Group Ireland Limited,Juniper Networks Group Ireland Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=254842331,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks China Limited,Juniper Networks China Limited,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Sweden AB,Juniper Networks Sweden AB,,,,,,https://www.bloomberg.com/research//stocks/private/snapshot.asp?privcapId=37090193,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Hellas SA,Juniper Networks Hellas SA,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=254842142,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Switzerland GmbH,Juniper Networks Switzerland GmbH,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=36765823,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Australia Limited,Juniper Networks Australia Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=36765823,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks GmbH,Juniper Networks GmbH,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=36765626,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Malaysia Sdn Bhd,Juniper Networks Malaysia Sdn Bhd,,,,,,https://www.bloomberg.com/research//stocks/private/snapshot.asp?privcapId=36765245,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Trapeze Networks BV,Trapeze Networks BV,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=74927713,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Brazil Limited,Juniper Networks Brazil Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=37090117,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Trilogy Inc,Trilogy Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=1533307,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks India Private limited,Juniper Networks India Private limited,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Taiwan Limited Liability Company,Juniper Networks Taiwan Limited Liability Company,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=36765331,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks EURL,Juniper Networks EURL,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=37090164,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Cayman limited,Juniper Networks Cayman limited,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Finland Oy,Juniper Networks Finland Oy,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=36765560,TRUE,-,-,-,TRUE,-,-,-,
Juniper Networks Inc,EQT-EE8041,Juniper Networks Denmark,Juniper Networks Denmark,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=36765418,TRUE,-,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Bear Naked Incorporation,Bear Naked Incorporation,2002,,,,"https://en.wikipedia.org/wiki/Bear_Naked,_Inc.",https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=24861940,TRUE,2002,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg Sales Corporation,Kellogg Sales Corporation,1934,,,,https://en.wikipedia.org/wiki/Kellogg%27s,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=4761417,TRUE,1934,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg Deutschland GmbH - Germany,Kellogg Deutschland GmbH - Germany,1963,,,,https://de.wikipedia.org/wiki/Kellogg_Company,,TRUE,1963,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,WK Kellogg Foundation,WK Kellogg Foundation,Jun-1930,,,,https://en.wikipedia.org/wiki/W._K._Kellogg_Foundation,,TRUE,1930,6,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg Asia Marketing Incorporation,Kellogg Asia Marketing Incorporation,1995,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=30375154,TRUE,1995,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg Aust Proprietary Limited,Kellogg Aust Proprietary Limited,1924,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=22654572,TRUE,1924,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg Espana SL,Kellogg Espana SL,1977,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=5606922,TRUE,1977,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg Europe Trading,Kellogg Europe Trading,2004,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=35226343,TRUE,2004,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kelloggs Produits Alimentaires SAS,Kelloggs Produits Alimentaires SAS,1968,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5532538,TRUE,1968,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg North America Co,Kellogg North America Co,,,,,,https://www.bloomberg.com/profile/company/1351985D:US,TRUE,-,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Alimentos Kellogg SA,Alimentos Kellogg SA,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=35246183,TRUE,-,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg Canada Inc,Kellogg Canada Inc,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg Co of Great Britain,Kellogg Co of Great Britain,1924,,,,,https://www.bloomberg.com/profile/company/1287594Z:LN,TRUE,1924,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg Italia SpA,Kellogg Italia SpA,1988,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=6042842,TRUE,1988,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Nordisk Kelloggs ApS,Nordisk Kelloggs ApS,1929,,,https://www.linkedin.com/company/nordisk-kellogg%27s-aps?originalSubdomain=in,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5720828,TRUE,1929,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg de Colombia SA,Kellogg de Colombia SA,1959,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=35248697,TRUE,1959,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg USA Inc,Kellogg USA Inc,1991,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=4204812,TRUE,1991,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Worthington Foods Inc,Worthington Foods Inc,1967,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=326126,TRUE,1967,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg de Mexico S de RL de CV,Kellogg de Mexico S de RL de CV,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=62082987,TRUE,-,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg Manufacturing Espana SL,Kellogg Manufacturing Espana SL,,,,https://www.linkedin.com/company/kellogg-manufacturing-espa%C3%B1a-sl/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=50208948,TRUE,-,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg Group,Kellogg Group,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kreker OJSC,Kreker OJSC,1928,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=6488520,TRUE,1928,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg Management Services Europe,Kellogg Management Services Europe,,,,,,https://www.bloomberg.com/profile/company/1739336Z:LN,TRUE,-,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg Company of South Africa,Kellogg Company of South Africa,1948,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=35228036,TRUE,1948,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Austin Quality Foods Inc,Austin Quality Foods Inc,1932,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=739696,TRUE,1932,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg Co of Ireland,Kellogg Co of Ireland,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5842798,TRUE,-,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg Co Mexico S de RL de CV,Kellogg Co Mexico S de RL de CV,,,,,,https://www.bloomberg.com/profiles/companies/0947138D:MM-kellogg-co-mexico-s-de-rl-de-cv,TRUE,-,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Pronumex S de RL de CV,Pronumex S de RL de CV,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=35246532,TRUE,-,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg NZ,Kellogg NZ,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,President Baking Co LLC,President Baking Co LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=35920084,TRUE,-,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kellogg de Centro America SA,Kellogg de Centro America SA,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=47841267,TRUE,-,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Portable Foods Manufacturing Co,Portable Foods Manufacturing Co,1998,,,,,https://www.bloomberg.com/profiles/companies/1799401Z:LN-portable-foods-manufacturing-co-ltd,TRUE,1998,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Murray Biscuit Co LLC,Murray Biscuit Co LLC,1940,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=4218179,TRUE,1940,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Keebler Company,Keebler Company,2001,,,https://www.linkedin.com/company/keebler-company/about/,https://en.wikipedia.org/wiki/Keebler_Company,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=4877959,TRUE,2001,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Kashi Company,Kashi Company,29-Jun-00,,,https://www.linkedin.com/company/kashi-company/,https://en.wikipedia.org/wiki/Kashi_(company),https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=682199,FALSE,2000,6,29,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Morningstar Farms LC,Morningstar Farms LC,,,,,https://en.wikipedia.org/wiki/Morningstar_Farms,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=204882315,TRUE,-,-,-,TRUE,-,-,-,
Kellogg Company,EQT-0E2A72,Sunshine Biscuits LLC,Sunshine Biscuits LLC,1913,,,https://www.linkedin.com/company/sunshine-biscuits-inc/about/,https://en.wikipedia.org/wiki/Sunshine_Biscuits,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=29489169,TRUE,1913,-,-,TRUE,-,-,-,
Kenexa Corporation,N/A,IBM Kenexa BrassRing Inc,IBM Kenexa BrassRing Inc,1998,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=25752,TRUE,1998,-,-,TRUE,-,-,-,
Kentucky Fried Chicken Corporation,N/A,KFC Holdings BV,"KFC Holdings BV, KFC Holdings B.V.",1972,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=53309972,TRUE,1972,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies UK Limited,Keysight Technologies UK Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=247017859,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Anite Limited,Anite Limited,Aug-2015,,,,https://en.wikipedia.org/wiki/Anite,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=784573,TRUE,2015,8,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Catapult Communications Corporation,Catapult Communications Corporation,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=396956,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies Singapore,Keysight Technologies Singapore,,,,,,https://www.bloomberg.com/profile/company/6939553Z:SP,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies Canada Inc,Keysight Technologies Canada Inc,,,,,,https://www.bloomberg.com/profile/company/1221789D:CN,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies Italy SRL,Keysight Technologies Italy SRL,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5545450,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Ixia Technology International Limited,Ixia Technology International Limited,2017,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=30441499,TRUE,2017,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies France SAS,Keysight Technologies France SAS,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5547435,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies Australia Proprietary Limited,Keysight Technologies Australia Proprietary Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=144889243,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies Netherlands BV,Keysight Technologies Netherlands BV,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=283648405,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Scienlab Electronic Systems Gmbh,Scienlab Electronic Systems Gmbh,,,,,,https://www.bloomberg.com/profile/company/0928257D:GR,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies Sales Spain,Keysight Technologies Sales Spain,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=374244072,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies Japan GK,Keysight Technologies Japan GK,,,,,,https://www.bloomberg.com/profile/company/ARILEZ:JP,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies Korea Limited,Keysight Technologies Korea Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=287461857,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies Belgium NV,Keysight Technologies Belgium NV,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=46696247,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies World trade Inc,Keysight Technologies World trade Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=12424198,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies Israel Limited,Keysight Technologies Israel Limited,1999,,,,,https://www.bloomberg.com/research/stocks/private/people.asp?privcapId=5435269,TRUE,1999,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies India Private Limited,Keysight Technologies India Private Limited,,,,,,https://www.bloomberg.com/research/stocks/private/committees.asp?privcapId=283637432,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies Malaysia Sdn Bhd,Keysight Technologies Malaysia Sdn Bhd,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=291907497,TRUE,-,-,-,TRUE,-,-,-,
Keysight Technologies Inc,EQT-F49F77,Keysight Technologies Sweden AB,Keysight Technologies Sweden AB,,,,,,https://www.bloomberg.com/profile/company/1329494D:SS,TRUE,-,-,-,TRUE,-,-,-,
KFC Holding Co,N/A,Kentucky Fried Chicken Corporation,"Kentucky Fried Chicken Corporation, KFC Corporation",1952,,,,https://en.wikipedia.org/wiki/KFC,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=8032169,TRUE,1952,-,-,TRUE,-,-,-,
Kingsdale Corporation,N/A,McDonalds Restaurants Taiwan Company Limited,"McDonalds Restaurants Taiwan Company Limited, McDonalds Restaurants (Taiwan) Co Ltd",31-May-17,,,,,http://www.taipeitimes.com/News/biz/archives/2017/04/27/2003669466,FALSE,2017,5,31,TRUE,-,-,-,
KLA Corporation,EQT-262732,Orbotech Limited,Orbotech Limited,20-Feb-19,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=293928,FALSE,2019,2,20,TRUE,-,-,-,
KLA Corporation,EQT-262732,ADE Technologies Inc,ADE Technologies Inc,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
KLA Corporation,EQT-262732,Luminescent Technologies Inc,Luminescent Technologies Inc,09-Apr-14,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=10203738,FALSE,2014,4,9,TRUE,-,-,-,
KLA Corporation,EQT-262732,KLA Tencor Limited,KLA Tencor Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=30584466,TRUE,-,-,-,TRUE,-,-,-,
KLA Corporation,EQT-262732,KLA Tencor Technologies Corporation,KLA Tencor Technologies Corporation,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
KLA Corporation,EQT-262732,KLA Tencor GmbH,KLA Tencor GmbH,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
KLA Corporation,EQT-262732,KLA Tencor Corporation Israel,KLA Tencor Corporation Israel,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5685701,TRUE,-,-,-,TRUE,-,-,-,
