Company Name,UID,Entity Name,Alias,Position,Start Date,End Date,Has Ended,LinkedIn Url,Wiki Url,Other Url,Start Date Assumed,Start Year,Start Month,Start Day,End Date Assumed,End Year,End Month,End Day
Genentech Inc,N/A,Susan Desmond-Hellmann,"Susan Desmond-Hellmann, Sue Desmond-Hellmann",President of Product Design,1995,2009,,https://www.linkedin.com/in/suedesmondhellmann/,https://en.wikipedia.org/wiki/Susan_Desmond-Hellmann,https://www.bloomberg.com/research/stocks/private/person.asp?personId=234101&privcapId=20765463,TRUE,1995,-,-,TRUE,2009,-,-
Genentech Inc,N/A,Christopher Boerner,"Christopher Boerner, Christopher Boerner, Chris Boerner",Director of Marketing,Mar-2009,Jul-2010,,https://www.linkedin.com/in/christopherboerner/,,https://www.bloomberg.com/profiles/people/17026878-christopher-boerner,TRUE,2009,3,-,TRUE,2010,7,-
Genentech Inc,N/A,Christopher Boerner,"Christopher Boerner, Christopher Boerner, Chris Boerner",Global Avastin Franchise Team Lead,May-2008,Mar-2009,,https://www.linkedin.com/in/christopherboerner/,,https://www.bloomberg.com/profiles/people/17026878-christopher-boerner,TRUE,2008,5,-,TRUE,2009,3,-
Genentech Inc,N/A,Christopher Boerner,"Christopher Boerner, Christopher Boerner, Chris Boerner",Director Avastin Strategy,Jul-2007,May-2008,,https://www.linkedin.com/in/christopherboerner/,,https://www.bloomberg.com/profiles/people/17026878-christopher-boerner,TRUE,2007,7,-,TRUE,2008,5,-
Genentech Inc,N/A,Christopher Boerner,"Christopher Boerner, Christopher Boerner, Chris Boerner",Group Product Manager Xolair Marketing,Jan-2007,Jul-2007,,https://www.linkedin.com/in/christopherboerner/,,https://www.bloomberg.com/profiles/people/17026878-christopher-boerner,TRUE,2007,1,-,TRUE,2007,7,-
Genentech Inc,N/A,Christopher Boerner,"Christopher Boerner, Christopher Boerner, Chris Boerner",Associate Director Oncology Market Development,Jul-2002,Jan-2006,,https://www.linkedin.com/in/christopherboerner/,,https://www.bloomberg.com/profiles/people/17026878-christopher-boerner,TRUE,2002,7,-,TRUE,2006,1,-
General Atlantic,N/A,Brent  Saunders,"Brent  Saunders, Brent  L. Saunders",Special Advisor,Jan-2010,Mar-2010,,https://www.linkedin.com/in/brentlsaunders/,https://en.wikipedia.org/wiki/Brenton_L._Saunders,https://www.bloomberg.com/research/stocks/people/person.asp?personId=7321291&privcapId=36478,TRUE,2010,1,-,TRUE,2010,3,-
General Atlantic LLC,EQT-04752F,Robert Swan,"Robert Swan, Bob Swan",Operating Partner,Sep-2015,Sep-2016,,https://www.linkedin.com/in/bob-swan-263aa07/,https://en.wikipedia.org/wiki/Bob_Swan,https://newsroom.intel.com/biographies/executive-management/#gs.2czrv1,TRUE,2015,9,-,TRUE,2016,9,-
General Binding Corporation ,N/A,Dogan Civgin,"Dogan Civgin, Don Civgin",Senior Vice President,2002,2005,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=1497056&privcapId=18711,TRUE,2002,-,-,TRUE,2005,-,-
General Electric Company,EQT-C5FAB3,Ivan Fong,Ivan Fong,General Counsel,2000,2002,,https://www.linkedin.com/in/ivfong/,https://en.wikipedia.org/wiki/Ivan_K._Fong,https://www.bloomberg.com/research/stocks/people/person.asp?personId=24560524&privcapId=289194,TRUE,2000,-,-,TRUE,2002,-,-
General Electric Company,EQT-C5FAB3,Paul Keel,Paul Keel,Vice President of Business Development,2002,2004,,https://www.linkedin.com/in/paul-keel-92534727/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=136387&privcapId=289194,TRUE,2002,-,-,TRUE,2004,-,-
General Electric Company,EQT-C5FAB3,Kevin Hofmann,Kevin Hofmann,Chief Information Officer,Apr-1996,Mar-2006,,https://www.linkedin.com/in/kevinhofmann/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=260698765&privcapId=278679,TRUE,1996,4,-,TRUE,2006,3,-
General Electric Company,EQT-C5FAB3,Kevin Hofmann,Kevin Hofmann,Chief Technology Officer,Apr-1996,Mar-2006,,https://www.linkedin.com/in/kevinhofmann/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=260698765&privcapId=278679,TRUE,1996,4,-,TRUE,2006,3,-
General Electric Company,EQT-C5FAB3,Kairus Tarapore,Kairus Tarapore,Vice President of Human Resources,1998,2006,,https://www.linkedin.com/in/kairus-tarapore-82a6646/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=30771388&privcapId=118218449,TRUE,1998,-,-,TRUE,2006,-,-
General Electric Company,EQT-C5FAB3,Marie Ffolkes,"Marie Ffolkes, Marie A. Ffolkes",Senior Manager,Jan-1995,Apr-2003,,https://www.linkedin.com/in/marieffolkes/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=134100850&privcapId=248356,TRUE,1995,1,-,TRUE,2003,4,-
General Electric Company,EQT-C5FAB3,Kevin Brickner,Kevin Brickner,Manufacturing Engineer,1994,1995,,https://www.linkedin.com/in/kevin-brickner-9b380a1/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=64793741&privcapId=168569,TRUE,1994,-,-,TRUE,1995,-,-
General Electric Company,EQT-C5FAB3,Veronica Braker,"Veronica Braker, Veronica L. Braker",Lexan Plant Manager,Jul-2003,May-2005,,https://www.linkedin.com/in/veronica-braker-b418b747/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=613354221&privcapId=251704,TRUE,2003,7,-,TRUE,2005,5,-
General Electric Company,EQT-C5FAB3,Veronica Braker,"Veronica Braker, Veronica L. Braker",Phenol Operations Manager,Jun-2002,Jul-2003,,https://www.linkedin.com/in/veronica-braker-b418b747/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=613354221&privcapId=251704,TRUE,2002,6,-,TRUE,2003,7,-
General Electric Company,EQT-C5FAB3,Veronica Braker,"Veronica Braker, Veronica L. Braker",Global Quality Leader,Sep-2001,Jun-2002,,https://www.linkedin.com/in/veronica-braker-b418b747/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=613354221&privcapId=251704,TRUE,2001,9,-,TRUE,2002,6,-
General Electric Company,EQT-C5FAB3,Veronica Braker,"Veronica Braker, Veronica L. Braker",Cycoloy Materials and Logistics Manager,Sep-1999,Feb-2001,,https://www.linkedin.com/in/veronica-braker-b418b747/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=613354221&privcapId=251704,TRUE,1999,9,-,TRUE,2001,2,-
General Electric Company,EQT-C5FAB3,Neil Saunders,Neil Saunders,President,Jan-2016,,,https://www.linkedin.com/in/neil-saunders-5a403a24?originalSubdomain=uk,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=368004690&privcapId=177031,TRUE,2016,1,-,TRUE,-,-,-
General Electric Company,EQT-C5FAB3,Neil Saunders,Neil Saunders,Chief Executive Officer,Jan-2016,,,https://www.linkedin.com/in/neil-saunders-5a403a24?originalSubdomain=uk,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=368004690&privcapId=177031,TRUE,2016,1,-,TRUE,-,-,-
General Electric Company,EQT-C5FAB3,Neil Saunders,Neil Saunders,Vice President,20-Jun-16,,,https://www.linkedin.com/in/neil-saunders-5a403a24?originalSubdomain=uk,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=368004690&privcapId=177031,FALSE,2016,6,20,TRUE,-,-,-
General Electric Company ,EQT-C5FAB3,Brian Worrell,Brian Worrell,Vice President of Corporate Audit Staff,24-Feb-06,Dec-2010,,https://www.linkedin.com/in/brian-worrell-a1160031/?originalSubdomain=uk,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=26117769&privcapId=425005479,FALSE,2006,2,24,TRUE,2010,12,-
General Electric Company ,EQT-C5FAB3,Brian Worrell,Brian Worrell,Chief Financial Officer for Healthcare Monitoring and Information Technology,,,,https://www.linkedin.com/in/brian-worrell-a1160031/?originalSubdomain=uk,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=26117769&privcapId=425005479,TRUE,-,-,-,TRUE,-,-,-
General Electric Fanuc Automation,N/A,Joseph Hogan,"Joseph Hogan, Joseph M. Hogan",President ,Mar-1998,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=601141&privcapId=24568,TRUE,1998,3,-,TRUE,-,-,-
General Electric Fanuc Automation,N/A,Joseph Hogan,"Joseph Hogan, Joseph M. Hogan",Chief Executive Officer ,Mar-1998,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=601141&privcapId=24568,TRUE,1998,3,-,TRUE,-,-,-
General Electric Healthcare,N/A,Yuval Shaked,Yuval Shaked,General Manager of Global Diagnostic Cardiology,Mar-2012,Feb-2016,,https://www.linkedin.com/in/yuval-shaked-47750b2/?originalSubdomain=il,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=326749832&privcapId=24568,TRUE,2012,3,-,TRUE,2016,2,-
General Electric Healthcare,N/A,Yuval Shaked,Yuval Shaked,General Manager of VersaMed Business,Sep-2010,Apr-2012,,https://www.linkedin.com/in/yuval-shaked-47750b2/?originalSubdomain=il,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=326749832&privcapId=24568,TRUE,2010,9,-,TRUE,2012,4,-
General Electric Healthcare,N/A,Yuval Shaked,Yuval Shaked,Global Marketing and EMEA Home Sales Manager,Jun-2009,Oct-2010,,https://www.linkedin.com/in/yuval-shaked-47750b2/?originalSubdomain=il,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=326749832&privcapId=24568,TRUE,2009,6,-,TRUE,2010,10,-
General Electric Healthcare,N/A,Yuval Shaked,Yuval Shaked,Manufacturing Manager for Molecular Imaging Nuclear,2004,2007,,https://www.linkedin.com/in/yuval-shaked-47750b2/?originalSubdomain=il,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=326749832&privcapId=24568,TRUE,2004,-,-,TRUE,2007,-,-
General Electric Healthcare,N/A,Yuval Shaked,Yuval Shaked,Project Manager for Research and Developement -Molecular Imaging Nuclear,2003,2004,,https://www.linkedin.com/in/yuval-shaked-47750b2/?originalSubdomain=il,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=326749832&privcapId=24568,TRUE,2003,-,-,TRUE,2004,-,-
General Electric Healthcare,N/A,Yuval Shaked,Yuval Shaked,Finance Planning and Analysis for Molecular Imaging Nuclear,2001,2003,,https://www.linkedin.com/in/yuval-shaked-47750b2/?originalSubdomain=il,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=326749832&privcapId=24568,TRUE,2001,-,-,TRUE,2003,-,-
General Electric Healthcare Technologies,N/A,Joseph Hogan,"Joseph Hogan, Joseph M. Hogan",Chief Executive Officer ,Nov-2000,2008,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=601141&privcapId=24568,TRUE,2000,11,-,TRUE,2008,-,-
General Electric Healthcare Technologies,N/A,Joseph Hogan,"Joseph Hogan, Joseph M. Hogan",President ,Nov-2000,2008,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=601141&privcapId=24568,TRUE,2000,11,-,TRUE,2008,-,-
General Electric Healthcare Technologies,N/A,Joseph Hogan,"Joseph Hogan, Joseph M. Hogan",Senior Vice President,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=601141&privcapId=24568,TRUE,-,-,-,TRUE,-,-,-
General Electric Healthcare Technologies,N/A,Joseph Hogan,"Joseph Hogan, Joseph M. Hogan",Vice President of Global e-Business,Apr-2000,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=601141&privcapId=24568,TRUE,2000,4,-,TRUE,-,-,-
General Electric Medical Systems,N/A,Joseph Hogan,"Joseph Hogan, Joseph M. Hogan",President,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=601141&privcapId=24568,TRUE,-,-,-,TRUE,-,-,-
General Electric Medical Systems,N/A,Joseph Hogan,"Joseph Hogan, Joseph M. Hogan",Chief Executive Officer,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=601141&privcapId=24568,TRUE,-,-,-,TRUE,-,-,-
General Electric Medical Systems,N/A,Joseph Hogan,"Joseph Hogan, Joseph M. Hogan",Senior Vice President,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=601141&privcapId=24568,TRUE,-,-,-,TRUE,-,-,-
General Electric Water & Process Technologies,N/A,Jodi Eddy,"Jodi Eddy, Jodi E. Eddy",Client Chief information Officer Engineering and Technology,Jul-2008,Aug-2011,,https://www.linkedin.com/in/jodi-euerle-eddy-3513905/,,https://www.bloomberg.com/profiles/people/20561521-jodi-euerle-eddy,TRUE,2008,7,-,TRUE,2011,8,-
General Electric Water & Process Technologies,N/A,Jodi Eddy,"Jodi Eddy, Jodi E. Eddy",Chief Information Security Officer,Jan-2003,Jul-2008,,https://www.linkedin.com/in/jodi-euerle-eddy-3513905/,,https://www.bloomberg.com/profiles/people/20561521-jodi-euerle-eddy,TRUE,2003,1,-,TRUE,2008,7,-
General Instrument Corporation,N/A,Edward Breen,Edward Breen,Chairman,Dec-1997,Jan-2000,,,,http://www.dow-dupont.com/investors/corporate-governance/leadership/leadership/default.aspx#itemid=edward-breen,TRUE,1997,12,-,TRUE,2000,1,-
General Instrument Corporation,N/A,Edward Breen,Edward Breen,Chief Executive Officer,Dec-1997,Jan-2000,,,,http://www.dow-dupont.com/investors/corporate-governance/leadership/leadership/default.aspx#itemid=edward-breen,TRUE,1997,12,-,TRUE,2000,1,-
General Instrument Corporation,N/A,Edward Breen,Edward Breen,President,Dec-1997,Jan-2000,,,,http://www.dow-dupont.com/investors/corporate-governance/leadership/leadership/default.aspx#itemid=edward-breen,TRUE,1997,12,-,TRUE,2000,1,-
General Mills Inc,EQT-E4C6F3,Eric Sprunk,Eric Sprunk,Independent Director,15-Dec-15,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=1498569&privcapId=291981,FALSE,2015,12,15,TRUE,-,-,-
General Mills Inc,EQT-E4C6F3,Alejandro Alvarez,"Alejandro Alvarez, Alex Alvarez",Cereal Manager,2004,2007,,https://www.linkedin.com/in/alex-alvarez-27170510/,,https://www.bloomberg.com/profile/person/18498316,TRUE,2004,-,-,TRUE,2007,-,-
General Mills Inc,EQT-E4C6F3,Robert Houghton,Robert Houghton,Finance Director Sales,Aug-1999,Jan-2015,,https://www.linkedin.com/in/robertphoughton/,,https://www.bloomberg.com/profile/person/20474812,TRUE,1999,8,-,TRUE,2015,1,-
General Mills Inc,EQT-E4C6F3,Robert Houghton,Robert Houghton,Finance Director Investor Relations,Sep-2010,Oct-2013,,https://www.linkedin.com/in/robertphoughton/,,https://www.bloomberg.com/profile/person/20474812,TRUE,2010,9,-,TRUE,2013,10,-
General Mills Inc,EQT-E4C6F3,Robert Houghton,Robert Houghton,Director of Financial Operations Canada,Oct-2007,Sep-2010,,https://www.linkedin.com/in/robertphoughton/,,https://www.bloomberg.com/profile/person/20474812,TRUE,2007,10,-,TRUE,2010,9,-
General Mills Inc,EQT-E4C6F3,Robert Houghton,Robert Houghton,Senior Finance Manager Cereal,Sep-2005,Sep-2007,,https://www.linkedin.com/in/robertphoughton/,,https://www.bloomberg.com/profile/person/20474812,TRUE,2005,9,-,TRUE,2007,9,-
General Motors Company,EQT-B8EC94,Anna Spinelli,Anna Spinelli,Director of Global Commodity,Jun-2010,Oct-2010,,https://www.linkedin.com/in/anna-spinelli-1564104/?originalSubdomain=nl,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=579976336&privcapId=716384,TRUE,2010,6,-,TRUE,2010,10,-
General Motors Company,EQT-B8EC94,Jeffrey Shepherd,"Jeffrey Shepherd, Jeff Shepherd",Controller - General Motors Europe,Jul-2015,Feb-2017,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=422005061&privcapId=24333,,TRUE,2015,7,-,TRUE,2017,2,-
General Motors Company,EQT-B8EC94,Jeffrey Shepherd,"Jeffrey Shepherd, Jeff Shepherd",Director - Consolidation and SEC Reporting,Jun-2013,Jul-2015,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=422005061&privcapId=24333,,TRUE,2013,6,-,TRUE,2015,7,-
General Motors Company,EQT-B8EC94,Jeffrey Shepherd,"Jeffrey Shepherd, Jeff Shepherd",Director - Analysis and Reporting,Sep-2010,Jun-2013,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=422005061&privcapId=24333,,TRUE,2010,9,-,TRUE,2013,6,-
General Motors Company,EQT-B8EC94,Reuben Slone,Reuben Slone,General Director,1994,1999,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=314529&privcapId=24333,,TRUE,1994,-,-,TRUE,1999,-,-
General Motors Company,EQT-B8EC94,Jeffrey Shepherd,"Jeffrey Shepherd, Jeff Shepherd",Controller - General Motors Europe,Jul-2015,Feb-2017,,https://www.linkedin.com/in/jeff-shepherd-6b4bb882/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=422005061&privcapId=24333,TRUE,2015,7,-,TRUE,2017,2,-
General Motors Company,EQT-B8EC94,Jeffrey Shepherd,"Jeffrey Shepherd, Jeff Shepherd",Director - Consolidation and SEC Reporting,Jun-2013,Jul-2015,,https://www.linkedin.com/in/jeff-shepherd-6b4bb882/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=422005061&privcapId=24333,TRUE,2013,6,-,TRUE,2015,7,-
General Motors Company,EQT-B8EC94,Jeffrey Shepherd,"Jeffrey Shepherd, Jeff Shepherd",Director - Analysis and Reporting,Sep-2010,Jun-2013,,https://www.linkedin.com/in/jeff-shepherd-6b4bb882/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=422005061&privcapId=24333,TRUE,2010,9,-,TRUE,2013,6,-
General Motors Company,EQT-B8EC94,Reuben Slone,Reuben Slone,General Director,1994,1999,,https://www.linkedin.com/in/reuben-slone-8506824/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=314529&privcapId=24333,TRUE,1994,-,-,TRUE,1999,-,-
General Motors Company,EQT-B8EC94,Ismael Roig,"Ismael Roig, Roig, Ismael",Controller,2002,2005,,https://www.linkedin.com/in/roig-ismael-68b7894/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=13238021&privcapId=251704,TRUE,2002,-,-,TRUE,2005,-,-
General Motors Company,EQT-B8EC94,Ismael Roig,"Ismael Roig, Roig, Ismael",Regional Treasurer,Jan-2000,Dec-2001,,https://www.linkedin.com/in/roig-ismael-68b7894/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=13238021&privcapId=251704,TRUE,2000,1,-,TRUE,2001,12,-
General Motors Company,EQT-B8EC94,Ismael Roig,"Ismael Roig, Roig, Ismael",Director of Capital Markets and Risk Management Europe,Dec-1997,Jan-2000,,https://www.linkedin.com/in/roig-ismael-68b7894/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=13238021&privcapId=251704,TRUE,1997,12,-,TRUE,2000,1,-
General Motors Company,EQT-B8EC94,Ismael Roig,"Ismael Roig, Roig, Ismael",Manager of Regional Treasury Center,Oct-95,Dec-97,,https://www.linkedin.com/in/roig-ismael-68b7894/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=13238021&privcapId=251704,TRUE,1995,10,-,TRUE,1997,12,-
General Motors Company,EQT-B8EC94,Ismael Roig,"Ismael Roig, Roig, Ismael",Senior Financial Analyst of New York Treasirer's Office,Aug-1993,Oct-1995,,https://www.linkedin.com/in/roig-ismael-68b7894/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=13238021&privcapId=251704,TRUE,1993,8,-,TRUE,1995,10,-
General Motors Company,EQT-B8EC94,Ray Young,"Ray Young, Ray G. Young",Vice President ,Apr-2008,Jan-2010,,https://www.linkedin.com/in/raydebra/,https://en.wikipedia.org/wiki/Ray_Young_(executive),https://www.bloomberg.com/research/stocks/people/person.asp?personId=25873239&privcapId=251704,TRUE,2008,4,-,TRUE,2010,1,-
General Motors Company,EQT-B8EC94,Ray Young,"Ray Young, Ray G. Young",Corporate Chief Financial Officer,Apr-2008,Jan-2010,,https://www.linkedin.com/in/raydebra/,https://en.wikipedia.org/wiki/Ray_Young_(executive),https://www.bloomberg.com/research/stocks/people/person.asp?personId=25873239&privcapId=251704,TRUE,2008,4,-,TRUE,2010,1,-
General Motors Company,EQT-B8EC94,Ray Young,"Ray Young, Ray G. Young",Vice President ,Aug-2001,Dec-2003,,https://www.linkedin.com/in/raydebra/,https://en.wikipedia.org/wiki/Ray_Young_(executive),https://www.bloomberg.com/research/stocks/people/person.asp?personId=25873239&privcapId=251704,TRUE,2001,8,-,TRUE,2003,12,-
General Motors Company,EQT-B8EC94,Ray Young,"Ray Young, Ray G. Young",North America Chief Financial Officer,Aug-2001,Dec-2003,,https://www.linkedin.com/in/raydebra/,https://en.wikipedia.org/wiki/Ray_Young_(executive),https://www.bloomberg.com/research/stocks/people/person.asp?personId=25873239&privcapId=251704,TRUE,2001,8,-,TRUE,2003,12,-
General Motors Company,EQT-B8EC94,Ray Young,"Ray Young, Ray G. Young",Executive in Charge of Suzuki Motors,Oct-1998,Aug-2001,,https://www.linkedin.com/in/raydebra/,https://en.wikipedia.org/wiki/Ray_Young_(executive),https://www.bloomberg.com/research/stocks/people/person.asp?personId=25873239&privcapId=251704,TRUE,1998,10,-,TRUE,2001,8,-
General Motors Company,EQT-B8EC94,Ray Young,"Ray Young, Ray G. Young",Regional Treasurer,Sep-93,Dec-95,,https://www.linkedin.com/in/raydebra/,https://en.wikipedia.org/wiki/Ray_Young_(executive),https://www.bloomberg.com/research/stocks/people/person.asp?personId=25873239&privcapId=251704,TRUE,1993,9,-,TRUE,1995,12,-
General Motors do Brasil Limitada,N/A,Ray Young,"Ray Young, Ray G. Young",President,Jan-2004,Nov-2007,,https://www.linkedin.com/in/raydebra/,https://en.wikipedia.org/wiki/Ray_Young_(executive),https://www.bloomberg.com/research/stocks/people/person.asp?personId=25873239&privcapId=251704,TRUE,2004,1,-,TRUE,2007,11,-
General Motors do Brasil Limitada,N/A,Ray Young,"Ray Young, Ray G. Young",Managing Director,Jan-2004,Nov-2007,,https://www.linkedin.com/in/raydebra/,https://en.wikipedia.org/wiki/Ray_Young_(executive),https://www.bloomberg.com/research/stocks/people/person.asp?personId=25873239&privcapId=251704,TRUE,2004,1,-,TRUE,2007,11,-
General Motors Europe,N/A,Luca Maestri,Luca Maestri,Chief Financial Officer,Mar-2007,Sep-2008,,https://www.linkedin.com/in/luca-maestri-20082238/,https://en.wikipedia.org/wiki/Luca_Maestri,https://www.bloomberg.com/research/stocks/people/person.asp?personId=50035778&privcapId=24937,TRUE,2007,3,-,TRUE,2008,9,-
General Motors Europe,N/A,Luca Maestri,Luca Maestri,Vice President,Mar-2007,Sep-2008,,https://www.linkedin.com/in/luca-maestri-20082238/,https://en.wikipedia.org/wiki/Luca_Maestri,https://www.bloomberg.com/research/stocks/people/person.asp?personId=50035778&privcapId=24937,TRUE,2007,3,-,TRUE,2008,9,-
General Motors International Operations,N/A,Ray Young,"Ray Young, Ray G. Young",Vice President of International Operations,Feb-2010,Oct-2010,,https://www.linkedin.com/in/raydebra/,https://en.wikipedia.org/wiki/Ray_Young_(executive),https://www.bloomberg.com/research/stocks/people/person.asp?personId=25873239&privcapId=251704,TRUE,2010,2,-,TRUE,2010,10,-
General Motors North America ,N/A,David Meline,"David Meline , David W. Meline",Executive Vice President Operations,01-Jan-07,Jul-2009,,https://www.linkedin.com/in/david-meline-46513a39,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=9858799&privcapId=24822,FALSE,2007,1,1,TRUE,2009,7,-
General Re Corporation,N/A,Kara Raiguel,"Kara Raiguel, Kara Lee Raiguel",Chief Executive Officer,20-May-16,,,https://www.linkedin.com/in/kara-raiguel/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=341212621&privcapId=255251,FALSE,2016,5,20,TRUE,-,-,-
General Reinsurance Corporation,N/A,Phillip Sandercox,"Phillip Sandercox, R. Phillip Sandercox",Managing Director,1989,Jan-2006,,https://www.linkedin.com/in/philip-sandercox-724a7746/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=378759094&privcapId=260681,TRUE,1989,-,-,TRUE,2006,1,-
General Services Administration,N/A,Joanne Smee,"Joanne Smee, Joanne Collins Smee",Executive Director of Centers of Excellence,Sep-2017,,,https://www.linkedin.com/in/joanne-collins-smee-1a38b4/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=581466711&privcapId=103599,TRUE,2017,9,-,TRUE,-,-,-
General Services Administration,N/A,Joanne Smee,"Joanne Smee, Joanne Collins Smee",Executive Director of Information Technology Modernisation Program,Sep-2017,,,https://www.linkedin.com/in/joanne-collins-smee-1a38b4/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=581466711&privcapId=103599,TRUE,2017,9,-,TRUE,-,-,-
Gentek Inc,N/A,Matthew Walsh,"Matthew Walsh, Matthew M. Walsh",Interim Vice President,19-Oct-05,,,https://www.linkedin.com/in/matthew-walsh-21b4b76/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=232272&privcapId=36478,FALSE,2005,10,19,TRUE,-,-,-
Gentek Inc,N/A,Matthew Walsh,"Matthew Walsh, Matthew M. Walsh",Vice President,Dec-2000,Oct-2005,,https://www.linkedin.com/in/matthew-walsh-21b4b76/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=232272&privcapId=36478,TRUE,2000,12,-,TRUE,2005,10,-
Gentiva Health Services Inc,N/A,Victor Ganzi,"Victor Ganzi, Vic J.D",Director,Nov-1999,May-2009,,,,https://www.bloomberg.com/research/stocks/private/person.asp?personId=90817&privcapId=233421838&previousCapId=36623&previousTitle=Willis%20Towers%20Watson%20Public%20Limited%20Company,TRUE,1999,11,-,TRUE,2009,5,-
Gentiva Health Services Inc,N/A,Victor Ganzi,"Victor Ganzi, Vic J.D",Lead Director,May-2009,02-Feb-15,,,,https://www.bloomberg.com/research/stocks/private/person.asp?personId=90817&privcapId=233421838&previousCapId=36623&previousTitle=Willis%20Towers%20Watson%20Public%20Limited%20Company,TRUE,2009,5,-,FALSE,2015,2,2
Genworth Financial,N/A,Steven Beaver ,"Steven Beaver ,Steven K. Beaver",Assistant Vice President of Tax Controller,Dec-2000,Jul-2009,,https://www.linkedin.com/in/steven-beaver-32b78239/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=421708738&privcapId=250178,TRUE,2000,12,-,TRUE,2009,7,-
Georgia Institute of Technology,N/A,David Rowland,"David Rowland, David P. Rowland",Advisory Board member,,,,https://www.linkedin.com/in/david-rowland-a1573049/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=35273097&privcapId=972190,TRUE,-,-,-,TRUE,-,-,-
Georgia Power Co.,N/A,Daniel Amos,"Daniel Amos  , Dan Amos , Daniel P. amos , Daniel Paul Amos",Director ,1997,,,,https://en.wikipedia.org/wiki/Dan_Amos,https://www.bloomberg.com/research/stocks/people/person.asp?personId=250182&privcapId=250178,TRUE,1997,-,-,TRUE,-,-,-
Georgia Power Company,N/A,Susan Story,"Susan Story, Susan N. Story",President,Apr-2003,Dec-2010,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=653067&privcapId=250885,TRUE,2003,4,-,TRUE,2010,12,-
Georgia Power Company,N/A,Susan Story,"Susan Story, Susan N. Story",Vice President of Corporate Services,Apr-2003,Dec-2010,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=653067&privcapId=250885,TRUE,2003,4,-,TRUE,2010,12,-
Georgia Power Company,N/A,Susan Story,"Susan Story, Susan N. Story",Chief Financial Officer,1997,2000,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=653067&privcapId=250885,TRUE,1997,-,-,TRUE,2000,-,-
Georgia Power Company ,N/A,Xia Liu,Xia Liu,Senior Vice President,,16-Apr-16,,https://www.linkedin.com/in/xia-liu-cfa-31111328/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=110161300&privcapId=279513,TRUE,-,-,-,FALSE,2016,4,16
