Company Name,UID,Entity Name,Alias,Position,Start Date,End Date,Has Ended,LinkedIn Url,Wiki Url,Other Url,Start Date Assumed,Start Year,Start Month,Start Day,End Date Assumed,End Year,End Month,End Day
Gerson Lehrman Group,N/A,Matthew  Calistri,"Matthew  Calistri, Matt Calistri",Managing Director,Nov-2001,Feb-2011,,https://www.linkedin.com/in/matthewcalistri/,,https://www.bloomberg.com/profiles/people/19853108-matthew-calistri,TRUE,2001,11,-,TRUE,2011,2,-
Gibson Dunn & Crutcher LLP,N/A,Tina Jones,Tina Jones,Associate,Nov-1996,Mar-2003,,https://www.linkedin.com/in/tinarookejones/,,https://www.bloomberg.com/profile/person/16347765,TRUE,1996,11,-,TRUE,2003,3,-
Gift Card Impressions LLC,N/A,Alan Lowden,Alan Lowden,Director,2012,2018,,https://www.linkedin.com/in/alan-lowden-10871a/,,https://www.bloomberg.com/profiles/people/19891668-alan-lowden,TRUE,2012,-,-,TRUE,2018,-,-
Gift Card Impressions LLC,N/A,Alan Lowden,Alan Lowden,Board of Directors,2012,2018,,https://www.linkedin.com/in/alan-lowden-10871a/,,https://www.bloomberg.com/profiles/people/19891668-alan-lowden,TRUE,2012,-,-,TRUE,2018,-,-
Gilead Sciences,EQT-E879FF,Kelly Kramer,Kelly Kramer,Director,Aug-2016,,,https://www.linkedin.com/in/kelly-kramer-2aa8866/,,https://newsroom.cisco.com/execbio-detail?articleId=1157983,TRUE,2016,8,-,TRUE,-,-,-
Giles Insurance Brokers Limited,N/A,Sarah Lyons,Sarah Lyons,Group Managing Director,Mar-2010,Mar-2012,,https://www.linkedin.com/in/sarahlyons1/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=53027454&privcapId=252186,TRUE,2010,3,-,TRUE,2012,3,-
Giles Insurance Brokers Limited,N/A,Sarah Lyons,Sarah Lyons,Group Operations Director,Aug-2007,Mar-2010,,https://www.linkedin.com/in/sarahlyons1/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=53027454&privcapId=252186,TRUE,2007,8,-,TRUE,2010,3,-
Gilt Groupe,N/A,Michelle Peluso,Michelle Peluso,Strategic Advisor ,Feb-2016,Apr-2016,,https://www.linkedin.com/in/michelle-peluso-3ab98397/,https://en.wikipedia.org/wiki/Michelle_Peluso,https://www.bloomberg.com/research/stocks/private/person.asp?personId=522409&privcapId=112350,TRUE,2016,2,-,TRUE,2016,4,-
Gilt Groupe,N/A,Michelle Peluso,Michelle Peluso,Chief Executive Officer,Oct-2009,Feb-2016,,https://www.linkedin.com/in/michelle-peluso-3ab98397/,https://en.wikipedia.org/wiki/Michelle_Peluso,https://www.bloomberg.com/research/stocks/private/person.asp?personId=522409&privcapId=112350,TRUE,2009,10,-,TRUE,2016,2,-
Gilt Groupe,N/A,Michelle Peluso,Michelle Peluso,Director,Oct-2009,Feb-2016,,https://www.linkedin.com/in/michelle-peluso-3ab98397/,https://en.wikipedia.org/wiki/Michelle_Peluso,https://www.bloomberg.com/research/stocks/private/person.asp?personId=522409&privcapId=112350,TRUE,2009,10,-,TRUE,2016,2,-
GKB Global Health LLC,N/A,Gail Boudreaux,"Gail Boudreaux, Gail Koziara Boudreaux",Chief Executive Officer,Jul-2015,Nov-2017,,,https://en.wikipedia.org/wiki/Gail_Koziara_Boudreaux,https://www.bloomberg.com/research/stocks/people/person.asp?personId=2461533&privcapId=160079,TRUE,2015,7,-,TRUE,2017,11,-
Glenbrook Life & Annuity Co.,N/A,Steven Shebik,"Steven Shebik, Steven Emil Shebik",Chief Financial Officer,,,,https://www.linkedin.com/in/steven-shebik-78413811/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=4437860&privcapId=18711,TRUE,-,-,-,TRUE,-,-,-
Glenbrook Life & Annuity Co.,N/A,Steven Shebik,"Steven Shebik, Steven Emil Shebik",Vice President,,,,https://www.linkedin.com/in/steven-shebik-78413811/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=4437860&privcapId=18711,TRUE,-,-,-,TRUE,-,-,-
Glenmark Pharmaceuticals Limited,EQT-21AE3C,Camilla Hartvig,"Camilla Hartvig, Camilla Harder Hartvig",President,Jun-2017,Nov-2017,,https://www.linkedin.com/in/camilla-harder-hartvig-6916241/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=553378533&privcapId=347983,TRUE,2017,6,-,TRUE,2017,11,-
Global Healthcare Exchange LLC,N/A,Michael Mahoney,"Michael  Mahoney, Michael F. Mahoney, Mike Mahoney",Chief Executive Officer,Jan-1999,Jan-2005,,https://www.linkedin.com/in/mike-mahoney-a9873354/,,https://www.bloomberg.com/profiles/people/16355514-michael-f-mahoney,TRUE,1999,1,-,TRUE,2005,1,-
Global Imaging Systems Inc,N/A,Kathleen Fanning,"Kathleen Fanning, Kathy Fanning",Director,09-May-07,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=13649386&privcapId=103599,FALSE,2007,5,9,TRUE,-,-,-
Global Payments Inc,EQT-B24DCB,John Bruno,"John Bruno, John G. Bruno",Member Board Of Directors,Jun-2014,,,https://www.linkedin.com/in/brunojohn/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=3573721&privcapId=119853,TRUE,2014,6,-,TRUE,-,-,-
Global Virus Network,N/A,Vinton Cerf,"Vinton Cerf, Dr. Vinton G. Cerf, Vint Cerf",Senior Advisor,May-2013,,,,https://en.wikipedia.org/wiki/Vint_Cerf,https://www.bloomberg.com/research/stocks/people/person.asp?personId=533508&privcapId=29096,TRUE,2013,5,-,TRUE,-,-,-
GLOBALFOUNDRIES Inc,N/A,Daniel Durn,"Daniel Durn, Daniel J. Durn, Dan Durn",Chief Financial Officer,Dec-2011,May-2014,,https://www.linkedin.com/in/dan-durn-a02a8960/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=106626466&privcapId=251230,TRUE,2011,12,-,TRUE,2014,5,-
Glooko Inc,N/A,Vinton Cerf,"Vinton Cerf, Dr. Vinton G. Cerf, Vint Cerf",Director,,,,,https://en.wikipedia.org/wiki/Vint_Cerf,https://www.bloomberg.com/research/stocks/people/person.asp?personId=533508&privcapId=29096,TRUE,-,-,-,TRUE,-,-,-
Glu Mobile Inc,EQT-93558A,Xiaoyi Ma,"Xiaoyi Ma, Steven Ma",Director,Apr-2015,23-Jan-17,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=253391287&capId=11042136&previousCapId=11042136&previousTitle=Tencent%20Holdings%20Limited,TRUE,2015,4,-,FALSE,2017,1,23
GMAC Financial Services AB,N/A,Kevin Nowlan,"Kevin Nowlan, Kevin A. Nowlan",Board Member,Jan-2006,Jan-2007,,,,https://www.bloomberg.com/profiles/people/17059706-kevin-a-nowlan,TRUE,2006,1,-,TRUE,2007,1,-
GMAC Financial Services AB,N/A,Kevin Nowlan,"Kevin Nowlan, Kevin A. Nowlan",Senior Vice President,Dec-2015,,,,,https://www.bloomberg.com/profiles/people/17059706-kevin-a-nowlan,TRUE,2015,12,-,TRUE,-,-,-
GMAC Financial Services AB,N/A,Kevin Nowlan,"Kevin Nowlan, Kevin A. Nowlan",Chief Financial Officer,Dec-2015,,,,,https://www.bloomberg.com/profiles/people/17059706-kevin-a-nowlan,TRUE,2015,12,-,TRUE,-,-,-
GMAC LLC,N/A,Robert Isom,"Robert Isom, Robert D. Isom",Chief Restructuring Officer,Oct-2006,Aug-2007,,https://www.linkedin.com/in/robert-isom-76ba3033/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=1498630&privcapId=168569,TRUE,2006,10,-,TRUE,2007,8,-
Goldman Sachs,EQT-FBA480,James Gordon Mitchell CFA,"James Mitchell, James Gordon Mitchell, ",Managing Director,Jan-2000,Jun-2011,,https://www.linkedin.com/in/james-mitchell-4b7749/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=26859058&capId=11042136&previousCapId=11042136&previousTitle=Tencent%20Holdings%20Limited,TRUE,2000,1,-,TRUE,2011,6,-
Goldman Sachs & Co. LLC,N/A,Sean Healey,"Sean Healey , Sean M. Healey , Sean Michael Healey",Vice President,,,,,https://en.wikipedia.org/wiki/Sean_Healey,https://www.bloomberg.com/research/stocks/people/person.asp?personId=1120226&privcapId=24445,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs & Company LLC,N/A,John Evans,"John Evans, Michael Evans, Mike Evans",Senior Director,,,,https://www.linkedin.com/in/john-evans-588a67119/,https://en.wikipedia.org/wiki/J._Michael_Evans,https://www.bloomberg.com/research/stocks/people/person.asp?personId=41106488&privcapId=42083601,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs & Company LLC,N/A,John Waldron,"John Waldron, John E. Waldron",Co-Head of Investment Banking Division,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=2117646&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs & Company LLC,N/A,Raanan Agus,Raanan Agus,Partner,2003,2007,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=10883204&privcapId=398625,TRUE,2003,-,-,TRUE,2007,-,-
Goldman Sachs & Company LLC,N/A,John Curtin,"John Curtin, Jack Curtin, John P. Curtin Jr",Advisory Director,Jul-2010,Dec-2014,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=2158734&privcapId=398625,TRUE,2010,7,-,TRUE,2014,12,-
Goldman Sachs & Company LLC,N/A,Matthew Darnall,"Matthew Darnall, Matt Darnall",Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=2083886&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs & Partners Australia Group Holdings Proprietary Limited,N/A,John Evans,"John Evans, Michael Evans, Mike Evans",Director,,,,https://www.linkedin.com/in/john-evans-588a67119/,https://en.wikipedia.org/wiki/J._Michael_Evans,https://www.bloomberg.com/research/stocks/people/person.asp?personId=41106488&privcapId=42083601,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs & Partners Australia Proprietary Limited,N/A,Simon Rothery,Simon Rothery,Chief Executive Officer,,Jul-2011,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=27569627&privcapId=398625,TRUE,-,-,-,TRUE,2011,7,-
Goldman Sachs & Partners Australia Proprietary Limited,N/A,Simon Rothery,Simon Rothery,Managing Director,,Jul-2011,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=27569627&privcapId=398625,TRUE,-,-,-,TRUE,2011,7,-
Goldman Sachs & Partners Australia Proprietary Limited,N/A,Lloyd Blankfein,Lloyd Blankfein,Chairman,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=1890111&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs & Partners Australia Proprietary Limited,N/A,Lloyd Blankfein,Lloyd Blankfein,Chief Executive Officer,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=1890111&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs (Asia) LLC,N/A,Chi Ping Lau,"Chi Ping Lau, Martin Lau","Chief Operating Officer of Telecom, Media and Technology Group",,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=26015890&capId=11042136&previousCapId=11042136&previousTitle=Tencent%20Holdings%20Limited,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs Asset Management International Limited,N/A,Sheila Patel,"Sheila Patel, Sheila Harilal Patel",Chief Executive Officer,,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=61232916&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs Asset Management LP,N/A,Raanan Agus,Raanan Agus,Co-Head of GSIS Portfolio Management Team,2007,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=10883204&privcapId=398625,TRUE,2007,-,-,TRUE,-,-,-
Goldman Sachs Asset Management LP,N/A,Armen Avanessians,Armen Avanessians,"Global Head of Quantitative, Rules Based and Indexing Business",,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=35014708&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs Asset Management LP,N/A,Thomas Brasco,Thomas Brasco,Chief Financial Officer,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=28921148&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs Asset Management LP,N/A,Michael Miele,Michael Miele,Chairman,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=71640&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs Asset Management Singapore Private Limited,N/A,Sheila Patel,"Sheila Patel, Sheila Harilal Patel","Co-Heads of Europe, The Middle East and Africa",,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=61232916&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs Australia Group Holdings Proprietary Limited,N/A,Simon Rothery,Simon Rothery,Co-Chief Executive Officer,,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=27569627&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs Australia Proprietary Limited,N/A,Simon Rothery,Simon Rothery,Chief Executive Officer,,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=27569627&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs Australia Proprietary Limited,N/A,Simon Rothery,Simon Rothery,Managing Director,,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=27569627&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs Australia Proprietary Limited,N/A,Simon Rothery,Simon Rothery,Director,,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=27569627&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs Bank USA,N/A,Stephen Scherr,Stephen Scherr,Chief Executive Officer,2016,01-Oct-18,,https://www.linkedin.com/in/stephen-scherr-2013a381147/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=33256212&privcapId=398625,TRUE,2016,-,-,FALSE,2018,10,1
Goldman Sachs Bank USA,N/A,Edward Corrigan,"Edward Corrigan, E. Gerald Corrigan, Jerry Corrigan",Chairman,2008,,,,https://en.wikipedia.org/wiki/E._Gerald_Corrigan,https://www.bloomberg.com/research/stocks/people/person.asp?personId=41106350&privcapId=398625,TRUE,2008,-,-,TRUE,-,-,-
Goldman Sachs Canada Inc,N/A,John Curtin,"John Curtin, Jack Curtin, John P. Curtin Jr",Chairman,2003,Jul-2010,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=2158734&privcapId=398625,TRUE,2003,-,-,TRUE,2010,7,-
Goldman Sachs Canada Inc,N/A,John Curtin,"John Curtin, Jack Curtin, John P. Curtin Jr",Chief Executive Officer,1995,1999,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=2158734&privcapId=398625,TRUE,1995,-,-,TRUE,1999,-,-
Goldman Sachs do Brasil Multiplo SA,N/A,Maria Marques,Maria Marques,President,2018,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=1520502&privcapId=398625,TRUE,2018,-,-,TRUE,-,-,-
Goldman Sachs Hedge Fund Strategies LLC,N/A,Kent Clark,Kent Clark,Chief Investment Officer ,26-Mar-08,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=6243981&privcapId=398625,FALSE,2008,3,26,TRUE,-,-,-
Goldman Sachs Hedge Fund Strategies LLC,N/A,Kent Clark,Kent Clark,Managing Director,26-Mar-08,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=6243981&privcapId=398625,FALSE,2008,3,26,TRUE,-,-,-
Goldman Sachs International Bank,N/A,Robin Vince,"Robin Vince, Robin Anthony Vince",Director,,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=58430633&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs International Bank,N/A,Robin Vince,"Robin Vince, Robin Anthony Vince",Chief Executive Officer,,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=58430633&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
Goldman Sachs International Bank,N/A,Robin Vince,"Robin Vince, Robin Anthony Vince",Treasurer,2015,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=58430633&privcapId=398625,TRUE,2015,-,-,TRUE,-,-,-
Goldman Sachs New Zealand Holdings Limited,N/A,Simon Rothery,Simon Rothery,Director,13-Nov-07,23-Jun-14,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=27569627&privcapId=398625,FALSE,2007,11,13,FALSE,2014,6,23
Goodwin Procter LLP,N/A,Nathaniel Dalton,"Nathaniel Dalton, Nate Dalton",Associate,Sep-1991,May-96,,https://www.linkedin.com/in/nate-dalton-ab178b6/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=132149&privcapId=24445,TRUE,1991,9,-,TRUE,1996,5,-
Google Inc,N/A,Lawrence Page,"Lawrence Page, Pawrence Edward Page, Larry Page",Chief Executive Officer,Sep-1998,Jul-2001,,,https://en.wikipedia.org/wiki/Larry_Page,https://www.bloomberg.com/research/stocks/people/person.asp?personId=534594&privcapId=29096,TRUE,1998,9,-,TRUE,2001,7,-
Google Inc,N/A,Lawrence Page,"Lawrence Page, Pawrence Edward Page, Larry Page",Chief Financial Officer,Sep-1998,Jul-2002,,,https://en.wikipedia.org/wiki/Larry_Page,https://www.bloomberg.com/research/stocks/people/person.asp?personId=534594&privcapId=29096,TRUE,1998,9,-,TRUE,2002,7,-
Google Inc,N/A,Lawrence Page,"Lawrence Page, Pawrence Edward Page, Larry Page",Chief Executive Officer,04-Apr-11,02-Oct-15,,,https://en.wikipedia.org/wiki/Larry_Page,https://www.bloomberg.com/research/stocks/people/person.asp?personId=534594&privcapId=29096,FALSE,2011,4,4,FALSE,2015,10,2
Google Inc,N/A,Lawrence Page,"Lawrence Page, Pawrence Edward Page, Larry Page",Director,Sep-1998,,,,https://en.wikipedia.org/wiki/Larry_Page,https://www.bloomberg.com/research/stocks/people/person.asp?personId=534594&privcapId=29096,TRUE,1998,9,-,TRUE,-,-,-
Google Inc,N/A,Sergey Brin,Sergey Brin,Co-Founder,Sep-1998,,,,https://en.wikipedia.org/wiki/Sergey_Brin,https://www.bloomberg.com/research/stocks/people/person.asp?personId=534604&privcapId=29096,TRUE,1998,9,-,TRUE,-,-,-
Google Inc,N/A,Sergey Brin,Sergey Brin,President of Technology,Jul-2001,03-Apr-11,,,https://en.wikipedia.org/wiki/Sergey_Brin,https://www.bloomberg.com/research/stocks/people/person.asp?personId=534604&privcapId=29096,TRUE,2001,7,-,FALSE,2011,4,3
Google Inc,N/A,Sergey Brin,Sergey Brin,President,Sep-1998,Jul-2001,,,https://en.wikipedia.org/wiki/Sergey_Brin,https://www.bloomberg.com/research/stocks/people/person.asp?personId=534604&privcapId=29096,TRUE,1998,9,-,TRUE,2001,7,-
Google Inc,N/A,Sergey Brin,Sergey Brin,Director,Sep-1998,,,,https://en.wikipedia.org/wiki/Sergey_Brin,https://www.bloomberg.com/research/stocks/people/person.asp?personId=534604&privcapId=29096,TRUE,1998,9,-,TRUE,-,-,-
Google Inc,N/A,Ruth Porat,Ruth Porat,Chief Financial Officer,26-May-15,,,,https://en.wikipedia.org/wiki/Ruth_Porat,https://www.bloomberg.com/research/stocks/people/person.asp?personId=83196772&privcapId=29096,FALSE,2015,5,26,TRUE,-,-,-
Google Inc,N/A,Ruth Porat,Ruth Porat,Senior Vice President,26-May-15,,,,https://en.wikipedia.org/wiki/Ruth_Porat,https://www.bloomberg.com/research/stocks/people/person.asp?personId=83196772&privcapId=29096,FALSE,2015,5,26,TRUE,-,-,-
Google Inc,N/A,Susan Wojcicki,Susan Wojcicki,Senior Vice President of Advertising and Commerce,Apr-2011,Jan-2014,,,https://en.wikipedia.org/wiki/Susan_Wojcicki,https://www.bloomberg.com/research/stocks/people/person.asp?personId=28869127&privcapId=29096,TRUE,2011,4,-,TRUE,2014,1,-
Google LLC,N/A,John Giannandrea,John Giannandrea,Senior Vice President of Engineering,Jul-2010,Apr-2018,,https://www.linkedin.com/in/johngiannandrea/,https://en.wikipedia.org/wiki/John_Giannandrea,https://www.bloomberg.com/research/stocks/people/person.asp?personId=468296&privcapId=24937,TRUE,2010,7,-,TRUE,2018,4,-
Google LLC,N/A,Paul-Heri Ferrand,Paul-Heri Ferrand,President of Global Customer Operations Google Cloud,Aug-2017,,,https://www.linkedin.com/in/paul-henri-ferrand-70a4a420/,,https://www.bloomberg.com/research/stocks/private/person.asp?personId=29457968&privcapId=29096,TRUE,2017,8,-,TRUE,-,-,-
Google LLC,N/A,Paul-Heri Ferrand,Paul-Heri Ferrand,Vice President Sales and Operations,May-2014,,,https://www.linkedin.com/in/paul-henri-ferrand-70a4a420/,,https://www.bloomberg.com/research/stocks/private/person.asp?personId=29457968&privcapId=29096,TRUE,2014,5,-,TRUE,-,-,-
